POINT_ID,longitude,latitude
40802432,6.950207303,44.955346322
40802434,6.949223647,44.973357517
40802436,6.94823916,44.991368473
40802438,6.947253839,45.00937919
40802440,6.946267684,45.027389671
40802442,6.945280694,45.045399914
40802444,6.944292868,45.06340992
40802446,6.943304205,45.08141969
40802448,6.942314704,45.099429225
40802450,6.941324364,45.117438523
40802452,6.940333183,45.135447587
40802454,6.939341162,45.153456417
40802512,6.910202109,45.675612394
40802514,6.909184382,45.693614389
40802516,6.908165782,45.711616163
40802518,6.907146307,45.729617716
40802520,6.906125958,45.747619049
40802522,6.905104733,45.765620163
40802524,6.90408263,45.783621057
40802526,6.90305965,45.801621732
40802528,6.90203579,45.819622188
40802530,6.90101105,45.837622427
40822352,7.013848173,44.235420134
40822354,7.012904878,44.253441488
40822356,7.011960795,44.271462587
40822358,7.011015923,44.289483431
40822360,7.010070262,44.307504019
40822362,7.009123812,44.325524354
40822364,7.00817657,44.343544434
40822366,7.007228535,44.361564261
40822368,7.006279708,44.379583835
40822370,7.005330088,44.397603156
40822372,7.004379672,44.415622225
40822374,7.00342846,44.433641043
40822376,7.002476452,44.451659609
40822378,7.001523647,44.469677924
40822380,7.000570042,44.487695989
40822382,6.999615639,44.505713803
40822384,6.998660435,44.523731368
40822386,6.997704429,44.541748684
40822388,6.996747621,44.559765752
40822390,6.99579001,44.577782571
40822392,6.994831595,44.595799142
40822394,6.993872375,44.613815466
40822396,6.992912348,44.631831543
40822398,6.991951515,44.649847373
40822400,6.990989874,44.667862958
40822402,6.990027424,44.685878296
40822420,6.981328813,44.848005364
40822422,6.980358221,44.86601827
40822424,6.97938681,44.884030935
40822426,6.978414578,44.902043361
40822428,6.977441525,44.920055546
40822430,6.976467649,44.938067492
40822432,6.97549295,44.956079198
40822434,6.974517427,44.974090666
40822436,6.973541079,44.992101896
40822438,6.972563904,45.010112888
40822440,6.971585902,45.028123642
40822442,6.970607071,45.04613416
40822444,6.969627412,45.064144441
40822446,6.968646922,45.082154486
40822448,6.967665601,45.100164296
40822450,6.966683448,45.11817387
40822452,6.965700462,45.13618321
40822454,6.964716641,45.154192315
40822456,6.963731985,45.172201187
40822458,6.962746494,45.190209825
40822510,6.936826921,45.658353904
40822512,6.935818471,45.676356404
40822514,6.934809156,45.694358682
40822516,6.933798976,45.71236074
40822518,6.932787929,45.730362577
40822520,6.931776014,45.748364194
40822522,6.93076323,45.766365592
40822524,6.929749577,45.78436677
40822526,6.928735052,45.80236773
40822528,6.927719656,45.820368472
40822530,6.926703386,45.838368996
40842352,7.038814631,44.23613625
40842354,7.0378792,44.254157867
40842356,7.036942989,44.272179228
40842358,7.036005996,44.290200334
40842360,7.03506822,44.308221185
40842362,7.03412966,44.326241783
40842364,7.033190316,44.344262126
40842366,7.032250187,44.362282217
40842368,7.031309271,44.380302054
40842370,7.030367568,44.398321639
40842372,7.029425076,44.416340972
40842374,7.028481796,44.434360054
40842376,7.027537725,44.452378885
40842378,7.026592863,44.470397465
40842380,7.02564721,44.488415794
40842382,7.024700764,44.506433874
40842384,7.023753524,44.524451705
40842386,7.022805489,44.542469287
40842388,7.021856658,44.56048662
40842390,7.020907031,44.578503705
40842392,7.019956607,44.596520543
40842394,7.019005384,44.614537133
40842396,7.018053362,44.632553477
40842398,7.017100539,44.650569575
40842400,7.016146916,44.668585426
40842402,7.01519249,44.686601033
40842414,7.009449035,44.794689541
40842420,7.006566402,44.848730518
40842422,7.005603902,44.866743695
40842424,7.004640589,44.88475663
40842426,7.003676463,44.902769326
40842428,7.002711522,44.920781782
40842430,7.001745766,44.938793998
40842432,7.000779193,44.956805976
40842434,6.999811803,44.974817715
40842436,6.998843594,44.992829216
40842438,6.997874566,45.01084048
40842440,6.996904717,45.028851507
40842442,6.995934047,45.046862297
40842444,6.994962555,45.06487285
40842446,6.993990239,45.082883168
40842448,6.993017099,45.100893251
40842450,6.992043134,45.118903099
40842452,6.991068343,45.136912712
40842454,6.990092724,45.154922091
40842456,6.989116277,45.172931236
40842458,6.988139001,45.190940148
40842460,6.987160895,45.208948828
40842510,6.962435503,45.659091442
40842512,6.961435459,45.677094223
40842514,6.960434558,45.695096782
40842516,6.959432799,45.713099121
40842518,6.95843018,45.73110124
40842520,6.9574267,45.749103139
40842522,6.956422359,45.767104818
40842524,6.955417155,45.785106279
40842526,6.954411088,45.803107522
40842528,6.953404155,45.821108546
40842530,6.952396357,45.839109353
40842532,6.951387692,45.857109943
40862352,7.063781649,44.236846357
40862354,7.062854084,44.254868234
40862356,7.061925745,44.272889855
40862358,7.060996631,44.290911221
40862360,7.060066741,44.308932333
40862362,7.059136073,44.326953191
40862364,7.058204628,44.344973796
40862366,7.057272403,44.362994148
40862368,7.056339399,44.381014247
40862370,7.055405614,44.399034093
40862372,7.054471048,44.417053688
40862374,7.053535699,44.435073032
40862376,7.052599567,44.453092125
40862378,7.05166265,44.471110968
40862380,7.050724948,44.48912956
40862382,7.04978646,44.507147903
40862384,7.048847185,44.525165997
40862386,7.047907121,44.543183842
40862388,7.046966269,44.561201439
40862390,7.046024627,44.579218788
40862392,7.045082194,44.59723589
40862394,7.044138969,44.615252745
40862396,7.043194952,44.633269353
40862398,7.042250141,44.651285716
40862400,7.041304536,44.669301833
40862406,7.038462943,44.723348714
40862408,7.03751415,44.741363852
40862410,7.036564558,44.759378748
40862412,7.035614165,44.7773934
40862414,7.034662972,44.79540781
40862416,7.033710977,44.813421977
40862418,7.032758178,44.831435903
40862420,7.031804576,44.849449588
40862422,7.030850168,44.867463032
40862424,7.029894955,44.885476236
40862426,7.028938935,44.903489199
40862428,7.027982108,44.921501924
40862430,7.027024471,44.939514409
40862432,7.026066025,44.957526655
40862434,7.025106769,44.975538664
40862436,7.0241467,44.993550434
40862438,7.02318582,45.011561967
40862440,7.022224125,45.029573264
40862442,7.021261617,45.047584324
40862444,7.020298292,45.065595148
40862446,7.019334152,45.083605736
40862448,7.018369194,45.101616089
40862450,7.017403417,45.119626208
40862452,7.016436822,45.137636092
40862454,7.015469406,45.155645743
40862456,7.014501168,45.17365516
40862458,7.013532109,45.191664344
40862460,7.012562226,45.209673296
40862496,6.994962436,45.533795161
40862498,6.993976723,45.551799778
40862502,6.992002768,45.58780834
40862504,6.991014522,45.605812286
40862506,6.990025431,45.62381601
40862510,6.988044706,45.659822792
40862512,6.987053069,45.677825851
40862514,6.986060583,45.695828689
40862516,6.985067245,45.713831307
40862518,6.984073055,45.731833705
40862520,6.983078011,45.749835883
40862522,6.982082113,45.767837843
40862524,6.98108536,45.785839584
40862526,6.98008775,45.803841106
40862528,6.979089283,45.821842411
40862530,6.978089957,45.839843499
40862532,6.977089771,45.85784437
40882352,7.088749223,44.237550455
40882354,7.087829525,44.255572589
40882356,7.086909059,44.273594468
40882358,7.085987824,44.291616093
40882360,7.08506582,44.309637463
40882362,7.084143045,44.32765858
40882364,7.083219499,44.345679443
40882366,7.082295181,44.363700054
40882368,7.081370089,44.381720412
40882370,7.080444223,44.399740518
40882372,7.079517583,44.417760373
40882374,7.078590166,44.435779976
40882376,7.077661973,44.453799329
40882378,7.076733001,44.471818432
40882380,7.075803252,44.489837285
40882382,7.074872722,44.507855889
40882384,7.073941413,44.525874244
40882386,7.073009322,44.543892351
40882388,7.072076448,44.561910209
40882390,7.071142792,44.57992782
40882392,7.070208351,44.597945184
40882394,7.069273125,44.615962301
40882396,7.068337114,44.633979172
40882398,7.067400315,44.651995797
40882400,7.066462729,44.670012176
40882406,7.063645233,44.724059847
40882408,7.062704486,44.74207525
40882410,7.061762947,44.760090409
40882412,7.060820614,44.778105326
40882414,7.059877487,44.79612
40882416,7.058933565,44.814134432
40882418,7.057988846,44.832148623
40882420,7.05704333,44.850162573
40882422,7.056097017,44.868176283
40882424,7.055149904,44.886189752
40882426,7.054201991,44.904202981
40882428,7.053253277,44.922215972
40882430,7.052303761,44.940228723
40882432,7.051353443,44.958241236
40882434,7.050402321,44.976253511
40882436,7.049450394,44.994265549
40882438,7.048497661,45.012277349
40882440,7.047544122,45.030288913
40882442,7.046589775,45.048300241
40882444,7.04563462,45.066311333
40882446,7.044678655,45.084322189
40882448,7.043721879,45.102332811
40882450,7.042764292,45.120343198
40882452,7.041805893,45.138353351
40882454,7.040846681,45.156363271
40882456,7.039886654,45.174372958
40882458,7.038925811,45.192382411
40882460,7.037964153,45.210391633
40882492,7.022465803,45.498507942
40882494,7.021490118,45.516513281
40882496,7.020513598,45.534518396
40882498,7.019536244,45.552523287
40882500,7.018558053,45.570527955
40882502,7.017579025,45.588532399
40882504,7.01659916,45.606536621
40882506,7.015618455,45.62454062
40882508,7.01463691,45.642544397
40882510,7.013654524,45.660547953
40882512,7.012671296,45.678551288
40882514,7.011687225,45.696554403
40882516,7.010702309,45.714557297
40882518,7.009716549,45.732559972
40882520,7.008729942,45.750562428
40882522,7.007742488,45.768564665
40882524,7.006754186,45.786566683
40882526,7.005765035,45.804568483
40882528,7.004775033,45.822570066
40882530,7.00378418,45.840571432
40882532,7.002792475,45.858572582
40882534,7.001799917,45.876573515
40902350,7.114628418,44.220225898
40902352,7.113717348,44.238248543
40902354,7.112805517,44.256270933
40902356,7.111892924,44.274293067
40902358,7.11097957,44.292314948
40902360,7.110065453,44.310336574
40902362,7.109150572,44.328357947
40902364,7.108234925,44.346379067
40902366,7.107318514,44.364399935
40902368,7.106401335,44.38242055
40902370,7.10548339,44.400440913
40902372,7.104564675,44.418461025
40902374,7.103645192,44.436480887
40902376,7.102724938,44.454500498
40902378,7.101803913,44.472519859
40902380,7.100882117,44.49053897
40902382,7.099959547,44.508557833
40902384,7.099036203,44.526576446
40902386,7.098112085,44.544594812
40902388,7.097187191,44.56261293
40902390,7.096261521,44.5806308
40902392,7.095335073,44.598648423
40902394,7.094407847,44.616665801
40902396,7.093479842,44.634682932
40902398,7.092551056,44.652699817
40902400,7.09162149,44.670716457
40902402,7.090691141,44.688732853
40902404,7.08976001,44.706749004
40902406,7.088828094,44.724764911
40902408,7.087895394,44.742780576
40902410,7.086961908,44.760795997
40902412,7.086027636,44.778811175
40902414,7.085092576,44.796826112
40902416,7.084156727,44.814840806
40902418,7.083220089,44.83285526
40902420,7.082282661,44.850869473
40902422,7.081344441,44.868883445
40902424,7.080405429,44.886897178
40902426,7.079465624,44.904910671
40902428,7.078525025,44.922923925
40902430,7.077583631,44.940936941
40902432,7.076641441,44.958949718
40902434,7.075698454,44.976962258
40902436,7.074754669,44.99497456
40902438,7.073810085,45.012986625
40902440,7.072864702,45.030998455
40902442,7.071918517,45.049010048
40902444,7.070971532,45.067021405
40902446,7.070023743,45.085032528
40902448,7.069075151,45.103043416
40902450,7.068125755,45.121054069
40902452,7.067175552,45.139064489
40902454,7.066224544,45.157074676
40902456,7.065272728,45.175084629
40902458,7.064320104,45.19309435
40902460,7.06336667,45.211103839
40902490,7.048967389,45.481218626
40902492,7.048000874,45.499224462
40902494,7.047033533,45.517230073
40902496,7.046065366,45.535235459
40902498,7.04509637,45.553240622
40902500,7.044126545,45.571245562
40902502,7.043155891,45.589250279
40902504,7.042184405,45.607254773
40902506,7.041212088,45.625259046
40902508,7.040238937,45.643263096
40902510,7.039264953,45.661266926
40902512,7.038290134,45.679270535
40902514,7.037314479,45.697273923
40902516,7.036337987,45.715277092
40902518,7.035360657,45.733280041
40902520,7.034382488,45.751282772
40902522,7.033403479,45.769285283
40902524,7.032423629,45.787287577
40902526,7.031442937,45.805289653
40902528,7.030461402,45.823291512
40902530,7.029479023,45.841293154
40902532,7.028495799,45.859294579
40902534,7.027511728,45.877295789
40902536,7.026526811,45.895296783
40902538,7.025541045,45.913297562
40922348,7.140491684,44.20289457
40922350,7.139589228,44.220917723
40922352,7.138686019,44.238940621
40922354,7.137782056,44.256963264
40922356,7.136877338,44.274985652
40922358,7.135971865,44.293007786
40922360,7.135065635,44.311029667
40922362,7.134158648,44.329051294
40922364,7.133250903,44.347072668
40922366,7.132342398,44.36509379
40922368,7.131433134,44.38311466
40922370,7.130523108,44.401135279
40922372,7.129612321,44.419155646
40922374,7.128700772,44.437175763
40922376,7.127788458,44.45519563
40922378,7.126875381,44.473215247
40922380,7.125961537,44.491234614
40922382,7.125046928,44.509253733
40922384,7.124131552,44.527272603
40922386,7.123215407,44.545291226
40922388,7.122298494,44.563309601
40922390,7.12138081,44.581327728
40922392,7.120462356,44.599345609
40922394,7.119543131,44.617363244
40922396,7.118623132,44.635380633
40922398,7.117702361,44.653397776
40922400,7.116780815,44.671414675
40922402,7.115858493,44.689431329
40922404,7.114935396,44.707447739
40922406,7.114011521,44.725463906
40922408,7.113086868,44.743479829
40922410,7.112161436,44.76149551
40922412,7.111235225,44.779510948
40922414,7.110308233,44.797526145
40922416,7.109380458,44.8155411
40922418,7.108451902,44.833555814
40922420,7.107522562,44.851570287
40922422,7.106592437,44.86958452
40922424,7.105661527,44.887598514
40922426,7.10472983,44.905612269
40922428,7.103797347,44.923625784
40922430,7.102864075,44.941639062
40922432,7.101930014,44.959652101
40922434,7.100995163,44.977664903
40922436,7.10005952,44.995677468
40922438,7.099123086,45.013689796
40922440,7.098185859,45.031701888
40922442,7.097247839,45.049713744
40922444,7.096309023,45.067725365
40922446,7.095369412,45.085736751
40922448,7.094429004,45.103747903
40922450,7.093487799,45.121758821
40922452,7.092545795,45.139769505
40922454,7.091602991,45.157779956
40922456,7.090659387,45.175790174
40922458,7.089714982,45.19380016
40922460,7.088769774,45.211809915
40922490,7.07449472,45.481928709
40922492,7.073536543,45.499934813
40922494,7.072577548,45.517940694
40922496,7.071617733,45.53594635
40922498,7.070657096,45.553951783
40922500,7.069695639,45.571956992
40922502,7.068733358,45.589961979
40922504,7.067770253,45.607966744
40922506,7.066806324,45.625971287
40922508,7.065841569,45.643975609
40922510,7.064875987,45.661979709
40922512,7.063909578,45.67998359
40922514,7.062942339,45.69798725
40922516,7.061974271,45.715990691
40922518,7.061005373,45.733993912
40922520,7.060035642,45.751996915
40922522,7.059065079,45.769999699
40922524,7.058093682,45.788002266
40922526,7.05712145,45.806004615
40922528,7.056148382,45.824006747
40922530,7.055174478,45.842008662
40922532,7.054199736,45.860010362
40922534,7.053224155,45.878011845
40922536,7.052247734,45.896013114
40922538,7.051270472,45.914014168
40942350,7.164550578,44.221603541
40942352,7.163655231,44.239626689
40942354,7.162759137,44.257649583
40942356,7.161862294,44.275672223
40942358,7.160964703,44.293694608
40942360,7.160066361,44.311716741
40942362,7.159167269,44.32973862
40942364,7.158267425,44.347760246
40942366,7.157366829,44.365781621
40942368,7.156465479,44.383802743
40942370,7.155563375,44.401823615
40942372,7.154660516,44.419844235
40942374,7.153756901,44.437864605
40942376,7.152852529,44.455884725
40942378,7.151947399,44.473904596
40942380,7.15104151,44.491924218
40942382,7.150134862,44.50994359
40942384,7.149227453,44.527962715
40942386,7.148319283,44.545981592
40942388,7.14741035,44.564000222
40942390,7.146500655,44.582018604
40942392,7.145590195,44.600036741
40942394,7.14467897,44.618054631
40942396,7.14376698,44.636072276
40942398,7.142854223,44.654089675
40942400,7.141940698,44.67210683
40942402,7.141026404,44.69012374
40942404,7.140111341,44.708140407
40942406,7.139195508,44.72615683
40942408,7.138278904,44.744173011
40942410,7.137361527,44.762188949
40942412,7.136443377,44.780204644
40942414,7.135524453,44.798220099
40942416,7.134604754,44.816235312
40942418,7.13368428,44.834250284
40942420,7.132763028,44.852265016
40942422,7.131840999,44.870279508
40942424,7.130918192,44.88829376
40942426,7.129994605,44.906307774
40942428,7.129070237,44.924321549
40942430,7.128145088,44.942335085
40942432,7.127219157,44.960348385
40942434,7.126292442,44.978361446
40942436,7.125364944,44.996374272
40942438,7.12443666,45.01438686
40942440,7.123507591,45.032399213
40942442,7.122577734,45.05041133
40942444,7.12164709,45.068423212
40942446,7.120715656,45.08643486
40942448,7.119783433,45.104446273
40942450,7.11885042,45.122457453
40942452,7.117916614,45.140468399
40942454,7.116982016,45.158479112
40942456,7.116046625,45.176489593
40942458,7.115110439,45.194499842
40942460,7.114173458,45.212509859
40942462,7.11323568,45.230519645
40942488,7.10097167,45.464626029
40942490,7.100022643,45.482632625
40942492,7.099072806,45.500638997
40942494,7.098122156,45.518645144
40942496,7.097170694,45.536651067
40942498,7.096218418,45.554656767
40942500,7.095265328,45.572662245
40942502,7.094311422,45.5906675
40942504,7.093356699,45.608672533
40942506,7.092401159,45.626677344
40942508,7.0914448,45.644681934
40942510,7.090487622,45.662686304
40942512,7.089529622,45.680690453
40942514,7.088570802,45.698694383
40942516,7.087611159,45.716698093
40942518,7.086650692,45.734701584
40942520,7.085689401,45.752704857
40942522,7.084727284,45.770707912
40942524,7.083764341,45.788710749
40942526,7.08280057,45.806713368
40942528,7.08183597,45.824715772
40942530,7.080870542,45.842717958
40942532,7.079904282,45.860719929
40942534,7.078937191,45.878721685
40962348,7.190399209,44.204259697
40962350,7.189512465,44.22228335
40962352,7.188624981,44.240306747
40962354,7.187736756,44.25832989
40962356,7.186847789,44.276352778
40962358,7.18595808,44.294375413
40962360,7.185067627,44.312397795
40962362,7.184176431,44.330419924
40962364,7.183284489,44.348441801
40962366,7.182391802,44.366463425
40962368,7.181498367,44.384484798
40962370,7.180604185,44.40250592
40962372,7.179709254,44.420526792
40962374,7.178813574,44.438547413
40962376,7.177917144,44.456567784
40962378,7.177019962,44.474587906
40962380,7.176122029,44.49260778
40962382,7.175223342,44.510627404
40962384,7.174323902,44.528646781
40962386,7.173423707,44.546665911
40962388,7.172522756,44.564684793
40962390,7.171621049,44.582703428
40962392,7.170718584,44.600721818
40962394,7.169815362,44.618739961
40962396,7.16891138,44.636757859
40962398,7.168006638,44.654775512
40962400,7.167101135,44.672792921
40962402,7.16619487,44.690810086
40962404,7.165287842,44.708827007
40962406,7.164380051,44.726843685
40962408,7.163471496,44.74486012
40962410,7.162562175,44.762876313
40962412,7.161652087,44.780892264
40962414,7.160741233,44.798907974
40962416,7.15982961,44.816923442
40962418,7.158917218,44.83493867
40962420,7.158004056,44.852953658
40962422,7.157090123,44.870968407
40962424,7.156175419,44.888982916
40962426,7.155259942,44.906997186
40962428,7.154343691,44.925011218
40962430,7.153426666,44.943025012
40962432,7.152508865,44.961038569
40962434,7.151590288,44.979051888
40962436,7.150670934,44.997064971
40962438,7.149750802,45.015077818
40962440,7.14882989,45.033090429
40962442,7.147908198,45.051102805
40962444,7.146985726,45.069114946
40962446,7.146062471,45.087126853
40962448,7.145138434,45.105138525
40962450,7.144213613,45.123149964
40962452,7.143288007,45.14116117
40962454,7.142361615,45.159172144
40962456,7.141434437,45.177182885
40962458,7.140506472,45.195193394
40962460,7.139577718,45.213203672
40962462,7.138648175,45.231213719
40962464,7.137717841,45.249223535
40962466,7.136786716,45.267233122
40962468,7.135854799,45.285242479
40962470,7.134922089,45.303251607
40962472,7.133988584,45.321260506
40962474,7.133054285,45.339269176
40962484,7.128370829,45.429309121
40962486,7.127431739,45.447316431
40962488,7.126491848,45.465323516
40962490,7.125551154,45.483330376
40962492,7.124609656,45.501337012
40962494,7.123667353,45.519343423
40962496,7.122724245,45.537349612
40962498,7.121780331,45.555355577
40962500,7.120835608,45.57336132
40962502,7.119890078,45.59136684
40962504,7.118943738,45.609372139
40962506,7.117996587,45.627377216
40962508,7.117048625,45.645382073
40962510,7.116099851,45.663386709
40962512,7.115150263,45.681391125
40962514,7.114199861,45.699395321
40962516,7.113248643,45.717399299
40962518,7.112296609,45.735403057
40962520,7.111343758,45.753406598
40962522,7.110390089,45.77140992
40962524,7.1094356,45.789413026
40962526,7.108480291,45.807415914
40962528,7.10752416,45.825418585
40962530,7.106567208,45.843421041
40982346,7.216231925,44.186909098
40982348,7.21535377,44.204933252
40982350,7.214474883,44.22295715
40982352,7.213595262,44.240980794
40982354,7.212714907,44.259004184
40982356,7.211833817,44.277027319
40982358,7.210951991,44.295050201
40982360,7.210069428,44.31307283
40982362,7.209186128,44.331095207
40982364,7.208302089,44.349117331
40982366,7.207417311,44.367139204
40982368,7.206531793,44.385160825
40982370,7.205645533,44.403182195
40982372,7.204758532,44.421203315
40982374,7.203870788,44.439224186
40982376,7.2029823,44.457244806
40982378,7.202093068,44.475265177
40982380,7.20120309,44.4932853
40982382,7.200312366,44.511305175
40982384,7.199420894,44.529324802
40982386,7.198528675,44.547344181
40982388,7.197635707,44.565363314
40982390,7.196741989,44.5833822
40982392,7.19584752,44.60140084
40982394,7.1949523,44.619419234
40982396,7.194056327,44.637437384
40982398,7.193159601,44.655455288
40982400,7.19226212,44.673472949
